,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2345,2346,15641250,Calabresi,794,Spain,Male,38,9,179581.31,1,1,0,23596.24,0
2352,2353,15726791,Nuttall,637,Spain,Female,45,2,157929.45,1,1,1,145134.49,1
2355,2356,15710366,Hamilton,569,Spain,Female,42,1,0.0,1,1,1,83629.6,1
2368,2369,15769312,Forbes,557,Spain,Male,48,10,0.0,2,1,1,185094.48,0
2369,2370,15708212,Lin,648,Spain,Female,54,7,118241.02,1,1,0,172586.89,1
2374,2375,15726186,Genovese,639,Spain,Male,29,4,133434.57,2,1,0,97983.44,0
2375,2376,15764618,Tseng,815,Spain,Female,39,6,0.0,1,1,1,85167.88,0
2376,2377,15730738,Chiang,786,Spain,Male,31,9,0.0,2,1,1,18210.36,0
2381,2382,15774151,Iadanza,614,Spain,Female,41,7,179915.85,1,0,0,14666.35,1
2387,2388,15595588,Chukwunonso,773,Spain,Female,39,4,0.0,2,0,1,182081.45,0
2389,2390,15711825,Ts'ai,655,Spain,Female,35,1,82231.51,2,1,0,88798.02,0
2392,2393,15656912,Aitken,649,Spain,Male,51,4,0.0,1,1,1,150390.57,0
2397,2398,15747724,Briggs,671,Spain,Female,34,10,0.0,1,1,0,23235.38,0
2398,2399,15633877,Morrison,706,Spain,Female,42,8,95386.82,1,1,1,75732.25,0
2401,2402,15751336,Yao,630,Spain,Male,30,3,0.0,2,0,1,10486.69,0
2406,2407,15725039,McIntyre,702,Spain,Male,32,8,71667.74,1,1,1,126082.18,0
2408,2409,15754112,Musgrove,653,Spain,Male,55,7,0.0,2,1,1,41967.03,0
2417,2418,15800845,Artemieva,732,Spain,Female,33,8,111379.55,1,1,1,45098.62,0
2419,2420,15722765,Owen,580,Spain,Female,57,0,136820.99,1,0,1,108528.74,0
2425,2426,15630167,Gibson,684,Spain,Female,39,4,139723.9,1,1,1,120612.11,0
2433,2434,15718153,Kao,759,Spain,Female,74,6,128917.84,1,1,1,48244.64,0
2436,2437,15592645,Gibbons,704,Spain,Male,37,4,0.0,2,0,0,25684.93,0
2440,2441,15790659,Sheets,701,Spain,Male,59,7,0.0,2,0,1,27597.59,0
2441,2442,15691446,Tokaryev,735,Spain,Male,29,10,0.0,2,1,1,95025.27,0
2453,2454,15619935,Vanmeter,783,Spain,Female,59,9,126224.87,1,1,1,4423.63,0
2456,2457,15591766,Crawford,607,Spain,Female,25,4,121166.89,1,0,1,115288.24,0
2457,2458,15641629,P'eng,537,Spain,Female,38,1,0.0,2,0,1,41233.97,0
2458,2459,15813303,Rearick,513,Spain,Male,88,10,0.0,2,1,1,52952.24,0
2465,2466,15612071,Wilson,763,Spain,Female,32,10,95153.77,1,0,1,81310.1,0
2470,2471,15720838,Gallo,689,Spain,Female,31,3,139799.63,1,0,1,120663.57,0
2482,2483,15672610,Somadina,567,Spain,Male,40,4,118628.8,1,0,0,91973.63,0
2486,2487,15745001,Kovalev,683,Spain,Female,36,7,0.0,2,1,0,104786.59,0
2488,2489,15571148,Baranov,645,Spain,Female,21,1,0.0,2,0,0,28726.07,0
2491,2492,15764174,Bidencope,612,Spain,Female,26,4,0.0,2,1,1,179780.74,0
2493,2494,15715920,De Bernales,782,Spain,Male,23,10,98052.66,1,1,1,142587.32,0
2504,2505,15625942,McDonald,619,Spain,Female,45,0,0.0,2,0,0,113645.4,0
2506,2507,15679642,Feng,695,Spain,Male,44,8,0.0,2,1,1,70974.13,0
2519,2520,15690231,K'ung,612,Spain,Female,62,0,167026.61,2,1,1,192892.05,0
2524,2525,15726490,Kirby,782,Spain,Male,52,4,0.0,1,1,1,52759.82,1
2526,2527,15727919,Chukwuemeka,671,Spain,Female,29,6,0.0,2,0,0,12048.67,0
2538,2539,15752838,Lucas,723,Spain,Male,38,6,0.0,2,1,1,94415.6,0
2543,2544,15655192,Fiorentino,850,Spain,Female,24,1,0.0,2,0,1,69052.87,0
2547,2548,15634772,Mario,682,Spain,Female,59,0,122661.39,1,0,1,84803.76,0
2552,2553,15756560,Moran,599,Spain,Female,46,7,81742.84,2,1,0,83282.21,0
2553,2554,15732270,Hung,727,Spain,Male,71,8,0.0,1,1,1,198446.91,1
2554,2555,15739357,Moss,756,Spain,Male,30,2,145127.85,1,0,0,7554.68,0
2556,2557,15567486,Li,634,Spain,Female,41,4,0.0,2,1,1,164549.74,0
2560,2561,15711834,Long,650,Spain,Female,30,6,0.0,1,0,0,67997.13,1
2561,2562,15729763,Nelson,655,Spain,Male,34,1,116114.93,1,1,1,49492.15,0
2570,2571,15611905,Warlow-Davies,513,Spain,Female,31,5,174853.46,1,1,0,84238.63,0
2573,2574,15645942,Macleod,689,Spain,Male,40,2,0.0,2,1,1,164768.82,0
2576,2577,15673529,Lombardo,645,Spain,Male,36,4,59893.85,2,1,0,43999.64,0
2590,2591,15710450,Okwudiliolisa,848,Spain,Male,22,7,120811.89,1,1,1,185510.34,0
2597,2598,15668818,Chidubem,592,Spain,Female,40,2,200322.45,1,1,1,113244.73,0
2598,2599,15765812,Trevisani,587,Spain,Male,48,1,0.0,2,1,1,8908.0,0
2599,2600,15704844,Hsiung,550,Spain,Male,62,7,80927.56,1,0,1,64490.67,0
2601,2602,15616700,Leach,622,Spain,Female,41,9,0.0,2,1,1,155786.39,0
2605,2606,15620398,Mitchell,635,Spain,Female,34,5,98683.47,2,1,0,15733.19,0
2612,2613,15588446,Udinesi,550,Spain,Male,34,3,0.0,2,0,0,131281.28,0
2616,2617,15658360,Gregory,762,Spain,Male,35,9,122929.42,2,0,0,149822.04,0
2619,2620,15800062,Lanford,850,Spain,Male,49,8,0.0,1,0,0,25867.67,1
2624,2625,15788946,Anthony,605,Spain,Female,29,3,116805.82,1,0,0,4092.75,0
2629,2630,15711789,Davey,768,Spain,Female,42,3,0.0,1,0,0,161242.99,1
2632,2633,15716000,Hs?eh,638,Spain,Male,48,2,0.0,2,1,1,7919.08,0
2634,2635,15680278,Ts'ai,661,Spain,Female,42,9,75361.44,1,1,0,27608.12,1
2636,2637,15591179,Skelton,702,Spain,Male,30,2,0.0,2,1,1,145537.32,0
2640,2641,15622117,Fries,625,Spain,Female,31,8,0.0,2,1,0,151843.54,0
2642,2643,15581548,Kaodilinakachukwu,637,Spain,Female,22,5,98800.0,1,1,0,122865.55,0
2646,2647,15582944,Becker,425,Spain,Female,39,5,0.0,2,1,0,140941.47,0
2653,2654,15785078,Fomin,730,Spain,Male,26,3,0.0,1,1,0,34542.41,0
2656,2657,15713267,Zimmer,779,Spain,Female,34,5,0.0,2,0,1,111676.63,0
2663,2664,15717898,Bruce,542,Spain,Male,32,2,131945.94,1,0,1,159737.56,0
2671,2672,15611105,Castella,799,Spain,Male,35,7,0.0,2,0,1,140780.8,0
2679,2680,15725698,Panicucci,520,Spain,Female,35,4,115680.81,1,1,1,90280.7,0
2683,2684,15739046,Maggard,850,Spain,Female,23,9,143054.85,1,0,1,62980.96,0
2684,2685,15631927,Thomas,574,Spain,Female,28,7,0.0,2,0,0,185660.3,0
2690,2691,15754261,Ho,648,Spain,Male,42,2,98795.61,2,1,0,89123.99,0
2696,2697,15792176,Henty,698,Spain,Female,40,0,92053.44,1,1,1,143681.83,0
2705,2706,15585835,Lord,655,Spain,Female,34,4,109783.69,2,1,0,134034.32,0
2708,2709,15667190,Yuan,630,Spain,Female,21,1,85818.18,1,1,1,133102.3,0
2713,2714,15701318,Poole,763,Spain,Male,67,9,148564.66,1,0,1,87236.4,0
2720,2721,15806688,Manfrin,726,Spain,Female,56,8,123110.9,3,0,1,130113.78,1
2730,2731,15730339,Bell,670,Spain,Male,30,3,133446.34,1,0,0,3154.95,0
2738,2739,15662098,Palmer,650,Spain,Male,41,3,128808.65,3,0,0,113677.53,1
2744,2745,15667046,Tseng,694,Spain,Male,38,7,121527.4,1,1,0,113481.02,0
2752,2753,15626787,Wei,698,Spain,Female,31,8,185078.26,1,0,0,115337.74,1
2755,2756,15625522,Walker,700,Spain,Male,31,7,0.0,2,0,1,145151.96,0
2775,2776,15782468,Hart,850,Spain,Male,51,3,109799.55,2,1,1,12457.76,1
2778,2779,15761141,Palerma,604,Spain,Female,71,10,0.0,2,1,1,129984.2,0
2780,2781,15790235,Hsing,778,Spain,Male,40,8,104291.41,2,1,1,117507.11,0
2789,2790,15747503,Hayward,705,Spain,Male,44,0,184552.12,1,1,0,68860.3,1
2791,2792,15663826,Brim,532,Spain,Female,66,3,0.0,1,1,1,115227.02,0
2801,2802,15596060,Skinner,498,Spain,Male,29,8,127864.26,1,1,1,46677.9,0
2806,2807,15787529,Gray,592,Spain,Male,38,0,0.0,1,1,0,65986.48,1
2811,2812,15699550,Babbage,695,Spain,Female,34,9,0.0,2,1,1,67502.12,0
2817,2818,15768244,Macleod,538,Spain,Female,30,8,0.0,2,1,1,41192.95,0
2821,2822,15626385,George,714,Spain,Female,33,10,103121.33,2,1,1,49672.01,0
2822,2823,15603582,Robertson,569,Spain,Female,34,3,0.0,1,1,0,133997.53,0
2828,2829,15716449,Fraser,527,Spain,Male,33,9,132168.28,1,0,0,98734.15,0
2830,2831,15701555,Nicholls,575,Spain,Male,53,1,84903.33,2,0,1,26015.8,0
2833,2834,15680346,Chuang,683,Spain,Male,40,8,0.0,1,1,0,75848.22,0
2835,2836,15812917,Kosisochukwu,653,Spain,Male,35,6,116662.96,2,1,1,23864.21,0
2838,2839,15646196,Yeh,850,Spain,Female,36,2,155180.56,2,0,0,169415.54,0
2840,2841,15714057,Windradyne,528,Spain,Male,40,4,0.0,2,1,0,25399.7,0
2842,2843,15785782,Ugonna,513,Spain,Male,48,2,0.0,1,1,1,114709.13,1
2847,2848,15678572,Keating,529,Spain,Male,38,7,99842.5,2,1,0,90256.06,1
2855,2856,15693203,Powell,710,Spain,Female,75,5,0.0,2,1,1,9376.89,0
2857,2858,15769829,Cheng,534,Spain,Male,51,3,0.0,2,0,1,20856.31,0
2859,2860,15773503,Tsai,551,Spain,Male,32,4,0.0,2,1,0,53420.53,0
2867,2868,15654211,Milani,559,Spain,Female,27,1,0.0,1,0,1,1050.33,0
2868,2869,15707968,Akobundu,545,Spain,Male,36,8,73211.12,2,1,0,89587.34,1
2871,2872,15798824,Kennedy,671,Spain,Male,38,0,92674.94,2,1,0,3647.57,0
2872,2873,15671591,Castiglione,439,Spain,Male,52,3,96196.24,4,1,0,198874.52,1
2875,2876,15641640,Uspenskaya,545,Spain,Female,33,7,173331.52,1,1,0,150452.88,0
2876,2877,15585284,Thomson,604,Spain,Female,35,7,147285.52,1,1,1,57807.05,0
2877,2878,15617866,Calabrese,657,Spain,Male,67,5,119785.47,2,1,1,107534.32,0
2878,2879,15667751,Herrera,487,Spain,Female,36,1,140137.15,1,1,0,194073.33,0
2885,2886,15716024,Dennis,660,Spain,Male,42,5,0.0,2,1,0,115509.59,0
2890,2891,15689616,Ward,586,Spain,Male,34,5,168094.01,1,0,0,20058.61,0
2900,2901,15668575,Hao,626,Spain,Female,26,8,148610.41,3,0,1,104502.02,1
2906,2907,15600575,Padovano,802,Spain,Male,41,6,0.0,2,1,0,47322.05,0
2919,2920,15736760,Douglas,538,Spain,Female,42,9,0.0,1,0,0,152855.96,0
2922,2923,15705113,P'an,685,Spain,Male,34,6,83264.28,1,0,0,9663.28,0
2933,2934,15713144,Ingrassia,588,Spain,Male,46,8,0.0,1,1,0,61931.21,0
2935,2936,15689425,Olejuru,687,Spain,Male,35,8,100988.39,2,1,0,22247.27,0
2937,2938,15782806,Watson,718,Spain,Male,28,6,0.0,2,1,0,146875.86,0
2940,2941,15772798,Chikezie,711,Spain,Female,28,5,0.0,2,1,1,93959.96,0
2941,2942,15792008,Zetticci,555,Spain,Female,26,9,0.0,2,0,1,158918.03,0
2949,2950,15764195,Newsom,519,Spain,Male,39,4,111900.14,1,1,1,97577.17,0
2950,2951,15744919,Genovese,734,Spain,Female,37,0,152760.24,1,1,1,48990.5,0
2961,2962,15583681,Layh,616,Spain,Male,31,7,76665.71,2,1,1,163809.08,0
2968,2969,15756932,Caldwell,696,Spain,Female,36,7,0.0,2,1,1,82298.59,0
2971,2972,15782530,Bruce,681,Spain,Male,30,2,111093.01,1,1,0,68985.99,0
2972,2973,15592877,Wright,641,Spain,Male,42,9,132657.55,1,1,0,35367.19,0
2977,2978,15655123,Dumetolisa,505,Spain,Female,45,9,131355.3,3,1,0,195395.33,1
2980,2981,15709476,Kenyon,850,Spain,Female,41,3,99945.93,2,1,0,71179.31,0
2982,2983,15798659,Kennedy,526,Spain,Female,43,3,0.0,2,1,0,31705.19,0
2989,2990,15636428,Sutherland,703,Spain,Female,45,1,0.0,1,1,0,182784.11,1
2993,2994,15709441,Cocci,745,Spain,Female,59,8,0.0,1,1,1,36124.98,0
2996,2997,15575694,Yobachukwu,729,Spain,Female,45,7,91091.06,2,1,0,71133.12,0
3001,3002,15675949,Fleming,696,Spain,Female,43,4,0.0,2,1,1,66406.37,0
3011,3012,15773447,Fomin,526,Spain,Male,30,8,0.0,1,1,0,36251.0,0
3014,3015,15679297,Volkova,628,Spain,Male,43,3,184926.61,1,1,0,122937.57,0
3017,3018,15701962,Scott,590,Spain,Female,29,2,166930.76,2,1,0,122487.73,0
3022,3023,15678168,Gibson,648,Spain,Female,27,7,0.0,2,1,1,163060.43,0
3029,3030,15801247,Fan,605,Spain,Male,39,10,105317.73,2,1,0,138021.36,0
3032,3033,15800061,Moretti,495,Spain,Female,45,3,89158.94,3,1,0,135169.76,1
3039,3040,15666141,Baldwin,829,Spain,Female,26,8,101440.36,2,1,1,19324.5,0
3044,3045,15750839,Burns,649,Spain,Male,29,2,45022.23,1,1,1,173495.77,0
3047,3048,15767871,H?,784,Spain,Male,48,7,0.0,2,1,1,182609.97,0
3048,3049,15679651,Gardiner,783,Spain,Female,37,1,136689.66,1,1,0,197890.65,0
3054,3055,15791174,Leibius,540,Spain,Male,67,1,88382.01,1,0,1,59457.0,0
3058,3059,15744279,Patterson,680,Spain,Female,58,8,0.0,2,1,1,65708.5,0
3064,3065,15762228,Barnes,506,Spain,Male,35,6,110046.93,2,1,0,26318.73,0
3070,3071,15794661,Liu,674,Spain,Male,32,2,0.0,2,1,0,140579.17,0
3078,3079,15685576,Degtyaryov,527,Spain,Female,36,6,0.0,2,1,1,102280.29,0
3080,3081,15694288,Cawthorne,468,Spain,Male,28,3,0.0,2,1,0,170661.02,0
3090,3091,15779581,Bottrill,734,Spain,Female,43,3,55853.33,2,0,1,94811.85,1
3093,3094,15667742,Vincent,627,Spain,Male,41,5,100880.76,1,0,1,134665.25,0
3099,3100,15708196,Uchenna,696,Spain,Male,60,8,88786.81,1,1,1,196858.4,0
3107,3108,15697424,Ku,597,Spain,Female,30,2,119370.11,1,1,1,182726.22,1
3108,3109,15724536,Chin,560,Spain,Female,28,1,0.0,2,1,1,120880.72,0
3117,3118,15732987,Hs?,721,Spain,Male,43,3,88798.34,1,0,0,45610.63,0
3120,3121,15694879,Reeves,590,Spain,Female,23,7,0.0,2,1,0,196789.9,0
3125,3126,15685346,Chu,736,Spain,Female,26,4,135889.13,1,1,1,165692.03,0
3128,3129,15794253,Marsh,832,Spain,Female,34,6,138190.13,2,0,1,146511.2,0
3130,3131,15813113,Chang,795,Spain,Female,56,5,0.0,1,1,0,35418.69,1
3140,3141,15780572,Mansom,653,Spain,Male,30,4,0.0,2,1,0,120736.04,0
3144,3145,15638003,Komarova,648,Spain,Male,55,1,81370.07,1,0,1,181534.04,0
3147,3148,15753102,Curtis,752,Spain,Male,44,6,83870.33,1,1,0,178722.24,0
3149,3150,15723373,Page,643,Spain,Female,34,8,117451.47,1,1,0,65374.86,0
3155,3156,15794493,Chimaijem,641,Spain,Male,32,7,0.0,2,1,1,24267.28,0
3157,3158,15815236,Chiganu,574,Spain,Male,34,5,0.0,2,0,0,28269.86,0
3161,3162,15767681,Smalley,470,Spain,Male,34,9,0.0,2,0,1,89013.67,0
3162,3163,15600379,Hsiung,608,Spain,Male,34,7,86656.13,1,0,1,59890.29,0
3169,3170,15688172,Tai,677,Spain,Male,40,5,0.0,2,1,0,88947.56,0
3174,3175,15734312,Kang,577,Spain,Male,43,6,0.0,2,1,1,149457.81,0
3181,3182,15663249,Howells,575,Spain,Female,37,9,133292.45,1,1,0,111175.09,0
3187,3188,15713912,Nebechukwu,516,Spain,Female,45,8,109044.3,1,0,1,115818.16,0
3192,3193,15566689,Chimaoke,554,Spain,Male,66,8,0.0,2,1,1,116747.62,0
3197,3198,15747043,Giles,599,Spain,Male,36,4,0.0,2,0,0,13210.56,0
3200,3201,15720745,Murray,635,Spain,Male,24,4,140197.18,1,1,1,142935.83,0
3207,3208,15652400,Moss,667,Spain,Male,56,2,168883.08,1,0,1,18897.78,0
3210,3211,15733964,Russo,606,Spain,Female,53,1,109330.06,1,1,1,75860.01,0
3213,3214,15594762,Pisani,827,Spain,Male,46,1,183276.32,1,1,1,13460.27,0
3217,3218,15623502,Morrison,598,Spain,Female,56,4,98365.33,1,1,1,44251.33,0
3221,3222,15619465,Cameron,555,Spain,Female,24,2,0.0,2,0,1,197866.55,0
3223,3224,15695679,Yao,776,Spain,Male,39,2,104349.45,1,0,0,79503.05,0
3233,3234,15601550,Genovesi,595,Spain,Male,36,6,85768.42,1,1,1,24802.77,0
3235,3236,15612465,Siciliano,684,Spain,Male,34,9,100628.0,2,1,1,190263.78,0
3236,3237,15810800,Ositadimma,673,Spain,Female,32,0,0.0,1,1,1,72873.33,0
3237,3238,15665760,Kazantsev,802,Spain,Male,38,7,0.0,2,0,1,57764.65,0
3239,3240,15776844,Hao,762,Spain,Female,19,6,0.0,2,1,0,55500.17,0
3247,3248,15721835,Owen,791,Spain,Male,25,7,0.0,1,1,0,89666.28,0
3256,3257,15573926,Lung,735,Spain,Male,38,7,86131.71,2,0,0,93478.96,0
3260,3261,15768072,Mitchell,688,Spain,Female,33,2,0.0,1,0,0,27557.18,1
3266,3267,15779744,Chou,537,Spain,Male,30,1,103138.17,1,1,1,96555.42,0
3271,3272,15708791,Abazu,584,Spain,Male,32,9,85534.83,1,0,0,169137.24,0
3273,3274,15646091,Frankland,560,Spain,Female,43,4,95140.44,2,1,0,123181.44,1
3279,3280,15670615,Castiglione,652,Spain,Male,37,7,0.0,2,1,0,68789.93,0
3289,3290,15592570,Marino,773,Spain,Female,23,8,0.0,2,1,0,56759.79,0
3295,3296,15654296,Estrada,754,Spain,Female,19,9,0.0,1,1,0,189641.11,0
3297,3298,15594041,Fanucci,592,Spain,Female,41,2,138734.94,1,1,0,90020.74,0
3302,3303,15630113,Morphett,593,Spain,Male,35,4,161637.75,1,1,1,20008.46,0
3310,3311,15746076,Saunders,506,Spain,Male,50,3,0.0,2,1,0,12016.79,0
3311,3312,15608226,McMorran,513,Spain,Male,72,3,98903.06,1,1,1,81251.24,0
3314,3315,15628767,Hotchin,608,Spain,Female,63,3,139529.93,2,1,1,175696.16,1
3323,3324,15740630,Pisano,487,Spain,Female,31,1,0.0,2,1,0,158750.13,0
3324,3325,15815420,McDaniels,808,Spain,Male,47,8,139196.0,1,0,1,74028.36,0
3327,3328,15659325,Todd,802,Spain,Male,40,5,0.0,2,1,1,175043.69,0
3335,3336,15660735,T'ang,581,Spain,Female,31,6,0.0,2,1,0,188377.21,0
3336,3337,15671390,Chukwukere,690,Spain,Male,36,10,0.0,2,1,0,55902.93,0
3337,3338,15647385,Ch'iu,579,Spain,Male,56,4,99340.83,1,0,0,4523.74,1
3338,3339,15739223,Pai,688,Spain,Female,24,3,0.0,2,1,1,102195.16,0
3339,3340,15631305,Franklin,599,Spain,Female,28,4,126833.79,2,1,0,60843.09,1
3350,3351,15685628,Calabresi,670,Spain,Male,35,2,124268.64,2,0,1,84321.03,0
3359,3360,15747878,Aiken,739,Spain,Male,60,4,0.0,1,1,1,51637.67,0
3365,3366,15764431,Chinwenma,671,Spain,Female,34,5,130929.02,4,1,1,28238.25,1
3370,3371,15749905,Carr,698,Spain,Female,47,6,0.0,1,1,0,50213.81,1
3374,3375,15772573,Simpson,735,Spain,Male,55,2,103176.62,1,0,1,163516.16,0
3379,3380,15637178,Mishina,803,Spain,Female,45,7,0.0,2,1,1,128378.04,0
3380,3381,15601184,Abramovich,604,Spain,Female,26,3,0.0,2,1,0,155248.62,0
3386,3387,15582016,Fiorentini,766,Spain,Male,41,6,99208.46,2,1,0,62402.38,0
3389,3390,15724863,Sheppard,420,Spain,Female,55,4,91893.32,1,1,0,144870.28,1
3406,3407,15581252,Dolgorukova,632,Spain,Female,29,7,80922.75,1,1,0,7820.78,0
3415,3416,15710689,Angel,578,Spain,Male,40,6,63609.92,1,0,0,74965.61,1
3423,3424,15660147,Dore,493,Spain,Male,32,8,46161.18,1,1,1,79577.4,0
3424,3425,15814998,Bonham,688,Spain,Male,42,5,0.0,2,0,0,197602.29,0
3426,3427,15658668,Hunter,581,Spain,Male,49,10,0.0,2,0,0,41623.59,0
3443,3444,15606755,Moretti,597,Spain,Female,46,4,0.0,2,1,0,58667.16,1
3444,3445,15801699,Fishbourne,436,Spain,Male,43,5,0.0,2,1,1,35687.43,0
3448,3449,15610903,Chukwueloka,560,Spain,Female,31,5,125341.69,1,1,0,79547.39,0
3457,3458,15713370,Hunter,657,Spain,Male,36,8,188241.05,2,0,0,183058.51,1
3461,3462,15813422,Lu,781,Spain,Male,35,4,80790.74,1,1,0,116429.51,0
3464,3465,15689031,Murphy,697,Spain,Female,37,7,168066.87,1,1,0,35450.53,0
3469,3470,15656096,Cumbrae-Stewart,679,Spain,Female,26,3,76554.06,1,1,1,184800.27,0
3474,3475,15778861,Wallace,720,Spain,Male,33,6,97188.62,1,0,0,91881.29,0
3476,3477,15806956,Iqbal,746,Spain,Male,30,1,112666.67,1,0,0,11710.4,1
3477,3478,15701908,Nina,623,Spain,Female,40,7,0.0,1,1,1,25904.12,0
3481,3482,15644686,Kennedy,729,Spain,Female,34,9,53299.96,2,1,1,42855.97,0
3482,3483,15677377,Lawrence,543,Spain,Male,37,3,0.0,2,1,1,78915.68,0
3483,3484,15626412,Mort,499,Spain,Male,39,6,0.0,2,1,1,81409.0,0
3486,3487,15630661,Vasilyev,614,Spain,Female,25,10,75212.28,1,1,0,58965.04,0
3488,3489,15705001,Napolitani,587,Spain,Female,35,3,83286.56,1,1,0,125553.52,0
3489,3490,15809817,Ch'en,593,Spain,Male,43,10,0.0,2,0,0,53478.02,0
3493,3494,15765461,Giles,632,Spain,Male,47,3,0.0,2,1,0,178822.32,0
3506,3507,15806511,Berry,445,Spain,Male,45,10,0.0,2,0,1,90977.48,0
3512,3513,15657779,Boylan,806,Spain,Male,18,3,0.0,2,1,1,86994.54,0
3514,3515,15757911,Trevisani,643,Spain,Female,32,2,0.0,1,0,0,131301.74,0
3515,3516,15665340,Trevisano,584,Spain,Female,37,8,0.0,2,0,1,100835.19,0
3517,3518,15757821,Burgess,771,Spain,Male,18,1,0.0,2,0,0,41542.95,0
3519,3520,15594878,Thompson,661,Spain,Female,41,5,28082.95,1,1,0,69586.27,1
3521,3522,15812706,Mazure,627,Spain,Male,49,4,111087.5,1,0,1,146680.25,0
3530,3531,15623712,Coates,453,Spain,Female,42,5,0.0,3,1,0,83008.49,1
3535,3536,15626882,Stobie,662,Spain,Male,37,5,94901.09,1,1,1,48233.75,0
3541,3542,15637169,Maclean,838,Spain,Female,67,4,103267.8,1,1,1,78310.04,0
3542,3543,15636024,Blackburn,692,Spain,Female,34,4,109699.08,1,1,1,37898.91,0
3544,3545,15642655,Savage,731,Spain,Male,33,1,0.0,1,1,0,130726.96,0
3546,3547,15653753,Chiemenam,542,Spain,Male,43,6,113567.94,1,1,0,89543.25,0
3547,3548,15641359,Shao,662,Spain,Female,35,6,0.0,2,0,0,2423.9,1
3553,3554,15626612,Yin,741,Spain,Male,40,4,104784.23,1,1,0,135163.76,1
3554,3555,15662865,Storey,658,Spain,Male,36,1,0.0,2,0,1,84927.42,0
3563,3564,15687270,Iroawuchi,491,Spain,Female,61,8,0.0,2,0,1,139861.53,0
3565,3566,15598700,Hysell,676,Spain,Female,30,5,0.0,2,0,1,157888.5,0
3566,3567,15741875,Williamson,746,Spain,Female,25,3,104833.79,1,0,0,71911.3,0
3567,3568,15631709,Ginikanwa,470,Spain,Female,31,2,101675.22,2,1,0,45033.75,0
3568,3569,15672970,Chigolum,714,Spain,Male,20,3,0.0,2,0,1,150465.93,0
3583,3584,15773221,Harris,577,Spain,Male,43,8,79757.21,1,1,0,135650.72,1
3588,3589,15571958,McIntosh,489,Spain,Male,40,3,221532.8,1,1,0,171867.08,0
3592,3593,15628886,Matlock,677,Spain,Male,56,5,123959.97,1,1,1,60590.72,1
3602,3603,15582762,Mazzanti,667,Spain,Male,77,2,0.0,1,1,1,34702.92,0
3612,3613,15792151,Hamilton,635,Spain,Female,37,3,0.0,2,1,0,91086.73,0
3622,3623,15720338,Mazzanti,592,Spain,Male,55,8,85845.43,2,1,1,128918.42,0
3625,3626,15781678,Pisani,470,Spain,Male,31,4,55732.92,2,1,1,103792.53,0
3627,3628,15609475,Ricci,604,Spain,Female,39,7,98544.11,1,1,1,52327.57,0
3631,3632,15794841,Kung,739,Spain,Male,19,5,89750.21,1,1,0,193008.52,0
3632,3633,15684696,Lei,560,Spain,Female,26,3,116576.45,1,1,0,157567.37,0
3636,3637,15730469,Anenechi,663,Spain,Male,31,4,103430.11,2,0,1,36479.27,0
3637,3638,15809320,McElhone,845,Spain,Female,52,0,0.0,1,1,0,31726.76,1
3638,3639,15684367,Chigbogu,555,Spain,Male,27,5,0.0,2,0,0,96398.51,0
3641,3642,15613623,Tilley,640,Spain,Male,62,3,0.0,1,1,1,101663.47,0
3660,3661,15736431,Congreve,494,Spain,Male,27,2,0.0,2,1,0,22404.64,0
3666,3667,15725068,Quinn,701,Spain,Female,21,9,0.0,2,1,1,26327.42,0
3677,3678,15790442,Wright,631,Spain,Male,33,2,0.0,2,1,1,158268.84,0
3679,3680,15593897,Carr,650,Spain,Male,25,7,160599.06,2,1,1,28391.52,0
3680,3681,15604576,Eiland,850,Spain,Male,22,3,0.0,1,1,1,144385.54,0
3682,3683,15572626,Mackenzie,620,Spain,Male,44,8,0.0,2,1,1,15627.51,0
3685,3686,15642137,Fang,695,Spain,Female,39,5,0.0,2,0,0,102763.69,0
3690,3691,15654959,Hope,670,Spain,Male,67,6,158719.57,1,1,1,118607.4,0
3692,3693,15715394,Greece,613,Spain,Male,35,4,123557.65,2,0,1,170903.4,0
3706,3707,15657565,Nwokezuike,629,Spain,Female,44,6,125512.98,2,0,0,79082.76,0
3707,3708,15620323,Ekwueme,652,Spain,Female,42,3,83492.07,2,1,0,37914.12,0
3712,3713,15613216,Cameron,639,Spain,Female,39,1,141789.15,1,1,0,92455.96,0
3728,3729,15806210,Bateman,675,Spain,Male,66,5,115654.47,2,1,1,131970.86,0
3729,3730,15697702,Lord,730,Spain,Male,29,2,0.0,2,1,0,14174.09,0
3730,3731,15689152,Loggia,683,Spain,Male,38,3,126152.84,1,0,0,15378.75,0
3737,3738,15607577,Roberts,663,Spain,Male,27,8,0.0,1,1,1,188007.99,0
3751,3752,15630106,Lo,496,Spain,Male,29,2,0.0,2,1,0,55389.59,0
3752,3753,15810385,Giordano,717,Spain,Female,36,2,164557.95,1,0,1,82336.73,0
3754,3755,15572792,Bellucci,535,Spain,Male,35,8,118989.92,1,1,1,135536.72,0
3757,3758,15679284,Aksenov,593,Spain,Female,45,6,79259.75,1,1,0,55347.28,0
3760,3761,15734970,White,835,Spain,Male,38,7,86824.09,1,0,0,175905.97,0
3766,3767,15724890,Cross,584,Spain,Male,36,4,82696.09,2,0,0,83058.14,0
